dialogue_line,humor
"Sometimes just nodding is ok.  Uhm, so but anyway, listen, not marrying Barry was the best decision that I ever, ever made. Honey, you deserve true love. Your soulmate is out there, somewhere. Someone that is your age, that is smart, that is fun and that you care about!",1.0
"You’re right, you’re right! I’m gonna do it!",1.0
Ok.,0.0
I’m gonna marry Myron and keep looking for Mr Right.,1.0
"Ok, let’s keep talking.",0.0
"Excuse me, anniversary. Excuse me, anniversary. . Uhm, sir, could you move your nachos... they’re in my seat. It's my anniversary.  Here we are! . Can’t believe it's been a whole year!",1.0
I know. This has been the best year...  THIS HAS BEEN THE BEST YEAR OF MY LIFE!,1.0
ME TOO! I NEVER THOUGHT I COULD LOVE SOMEONE THIS MUCH!,1.0
I FEEL THE SAME WAY!,1.0
YOU’RE SO GENEROUS AND KIND AND  YOU'RE AMAZING IN BED   IT’S OUR ANNIVERSARY!,0.0
"Knicks fans, please turn your attention to the big screen on the score board. Someone has a special question to ask.",0.0
"Oh how lame... oh, it’s so tacky, and impersonal.",1.0
Really?,1.0
"Oh, it’s the worst way to propose!",0.0
Excuse me... .,1.0
"Hey, finished my recommendation.  Here. And I think you’ll be very, very happy. It’s the longest I ever spent on a computer without looking at porn.",1.0
I don’t... uh... understand.,1.0
Some of the words are a little too sophisticated for ya?,0.0
It doesn’t make any sense.,1.0
Of course it does! It’s smart! I used the the-saurus!,1.0
On every word?,0.0
Yep!,0.0
"Alright, what was this sentence originally?",0.0
"Oh, ‘They are warm, nice, people with big hearts’.",0.0
And that became ‘they are humid prepossessing Homo Sapiens with full sized aortic pumps...?,0.0
"Yeah, yeah and hey, I really mean it, dude.",1.0
"Hey Joey, I don’t think we can use this.",0.0
Why not?,0.0
"Well, because you signed it baby kangaroo Tribbiani . Hey, why don’t you stop worrying about sounding smart and just be yourself!",1.0
"You know what? You don’t need a thesaurus, just write from here,  your full sized aortic pump.",1.0
"Amy, hi!",0.0
"I took your advice, I left Myron.",1.0
"Oh, good for you!",0.0
I know! I'm Erin Brockovich!,1.0
"Yes you are! Oh, I am so proud of you!",0.0
"Thank you! So, can I stay with you?",0.0
But Erin Brockovich had her own house.,0.0
"Ah, look who’s back!  Why do you have bags? RACH, WHY DOES SHE HAVE BAGS?",1.0
"Well, I’m staying with you guys!",0.0
What?,1.0
We’re gonna be roomies!  Come on!,0.0
You slept out here?,1.0
"Yeah... Amy kept kicking me in her sleep yelling ‘Myron, get off!’",1.0
"But uhm, we're getting rid of her, right? Rach, please tell me we’re getting rid of her.",1.0
"Joey, I can’t do that!",0.0
"Oh, come on! Last night I was finishing off a pizza and she said  ""Uoh oh oh, a moment on the lips, forever on the hips!"" I don’t need that kind of talk in my house!",1.0
"Well Joey, uhm look, I know that she’s difficult, but I think it’s really good that she’s here.",1.0
'Cause we will appreciate it more when she’s gone?,0.0
"No, it's just... look, you know, when I first moved to the city I was a lot like her! I was spoiled, self-centered and you guys really took care of me.",1.0
"Yeah, Monica made us!",0.0
"Well, uhm... whatever, I have really appreciated it, 'cause I don’t think I would be the person that I am today if it wasn’t for you guys. See, I wanna help Amy the way you guys helped me. And I know it’s gonna take patience, but that’s ok.",1.0
Good morning.,0.0
Yeaah.,0.0
"Amy, that’s what I was supposed to wear today, that’s why I hung it on the door.",1.0
"Oh, sweety, you can’t pull this off.",1.0
"Amy, you know what? I was thinking that maybe now it'd be a good time for us to sit down and, you know, talk about your future.",1.0
"Oh, I can’t, honey. I’m gonna go get my eyebrows shaped.  I am not happy.  Oh... sure you wanna eat that?",1.0
"I’M CURVY, AND I LIKE IT!",1.0
Hi. I just had the worst anniversary ever.,1.0
I doubt that! Tell her about us last year.,1.0
"Oh, well, I bought Chandler a five hundred dollar watch and he wrote me a rap song.",1.0
Seriously?,0.0
Word!,0.0
"Well, mine was worse than that.",1.0
"Well, what happened?",0.0
"We were at the game, and this guy proposed to his girlfriend on the big screen thing...",1.0
"Oh, that is so tacky.",1.0
"Well, that’s what I said, but it turns out, Mike was planning on proposing to me that same way last night!",1.0
"Oh my God, Mike was gonna propose?",1.0
"Phoebe, that’s huge!",0.0
"Well, do you wanna marry him?",0.0
"Yeah, I really do! Yes, but, after I dumped on the way he was gonna propose to me, I don’t think he’s ever gonna ask again! I mean, I said no in Barbados and now this!",1.0
She's right! If I were a guy and...  Did I just say if I were a guy..?,1.0
"Maybe you don't need him to propose to you, maybe you can propose to him!",0.0
"Oh, I don't know, I don't know, isn't that a little desperate?",1.0
"I proposed to Chandler!  Alright, moving on...",1.0
"Oh, I don't think it was desperate, I think it was amazing!",1.0
Thank you.,0.0
"Well, do you think I should propose?",0.0
I think it could be kind of great!,1.0
Absolutely! You'll love the feeling! There's nothing like it!,1.0
"Ok, ok, so how should I do it?",1.0
"How about at a game, on the big screen?",0.0
Uuuh!! How about at a Footlocker?,1.0
"What? what? He obviously thinks that's a nice way to be proposed to, plus he'd never suspect it!",1.0
"Yeah, that does make sense. Ok, now, would... would you two  like that?",1.0
Sounds good to me... but what would a guy think?,1.0
Nana is on the phone,0.0
"Oh! That's interesting, since she died seven years ago!!",0.0
She did? Who got her condo in Boca?,1.0
"Hello?  Oh, it's our nanny!  Hi! Oh... God! I hope you feel better! Ok, bye!   That's Molly, she's sick. Can you watch Emma today?",1.0
"No, I can't. I have back-to-back classes. Did Molly say what she had? Because my throat's been hurting?",1.0
Menstrual cramps.,0.0
I don't think that's what this is.,1.0
Can any of you watch Emma?,0.0
"No, sorry sweety..",1.0
"No, I've got work and then I'm proposing..",1.0
"Great, shoot, what are we gonna do?",0.0
"Well, I can do it.",1.0
"Well, actually...",1.0
"Well, can I talk to you for a sec.?",0.0
Yeah.,1.0
"Um, I do not want her baby-sitting our child.",1.0
Why not?,0.0
"Well, for one thing, she keeps calling her Ella!",0.0
"Wha.. well, Ella's a nice name!",1.0
"Fine, we'll call the next one Ella.",0.0
Wha... the next one?,1.0
"Okay, um... I don't want her watching our baby.",1.0
"Ross, I am trying to help her become a better person. This is a huge breakthrough for her! She just offered to do something for another human being!!",1.0
I... I don't know..,1.0
"Ross, I'm telling you, she's giving up getting her eyebrows  shaped to do this alright? Do you understand how important that is in our world?",1.0
"um... listen, I couldn't help but overhear... 'cause I was trying to... Listen, let me do this alright? I really wanna help you guys out, and plus Rachel's been so wonderful to me...",1.0
Absolutely.,0.0
Oh! Great! So how much does it pay?,1.0
Hey Joe! How's the second draft of the letter coming?,0.0
"Great, I'm finished! In fact, I just dropped it off at the agency.",1.0
You dropped it off?,1.0
Yeah.,1.0
Can we read it? Can you print out another copy?,1.0
"No can do amigo. No, I didn't use the computer. Felt more personal to hand-write it.",1.0
You hand-wrote it?,1.0
"Yeah, and don't worry. I didn't try to sound smart at all! See ya later!",1.0
"Oh my God, oh my God, that letter is gonna go in our file! We're never gonna get a kid. No, we're gonna be one of those old couples that collects orchids or has a lot of birds!",1.0
"It's ok, it's ok. You know what?  I'll just call the agency and tell them to throw out the letter.",1.0
Okay good.,0.0
"Hello, this is Chandler Bing. Somebody just dropped off a handwritten recommendation letter, and..  Uh-huh... Uh-huh... okay... thank you. Good-bye. .",1.0
"Ugh, we're screwed, aren't we? You know what? Just tell me on the way to the bird store.",1.0
They loved it.,0.0
What?,1.0
They thought it was very smart of us to have a child write the recommendation letter.,0.0
They thought Joey was a child?,1.0
"She guessed 8, 9, based on his drawings.",0.0
Hi!,0.0
"Hey, what did you guys do today?",1.0
"Ella wanted to go out, so we went shopping and got some sushi.",1.0
That sounds like fun.,1.0
"Yeah, not really. Babies are dull.",1.0
"Hey! Hi, how's my girl?",1.0
"I'm fine! And, I got you a present for letting me stay with you. Ready?",0.0
Yeah!,0.0
Ta-daaa!,0.0
You pierced her ears!?,1.0
Doesn't it make her nose look smaller?,1.0
You pierced her ears? How could you do this without telling me?,1.0
"Well, if I had told you, then it wouldn't have been surprise, now would it?",0.0
I think she looks cute.  ... but I am wrong!,1.0
"Oh my God, Oh my God, here comes Ross. He's gonna flip out.",1.0
"Why, did something happen to his falafel cart?",0.0
Ugh.,0.0
Hey guys.,0.0
Hi Ross.,0.0
"Hey Emma. Oh, why is she wearing her hat so low? She can barely see. .",1.0
"Nah, I don't really want her to see.",1.0
Why not?,0.0
Because there are so many terrible sights in this world.,0.0
Like war. Or that thing in Joey's refrigerator. Remember? It was in a milk carton but it looked like meat?,1.0
Come here  Oh! There she is! Hi!,0.0
What?,1.0
Nothing.,0.0
Hi!  What... . Please tell me those are clip-ons.,1.0
"Oh, they're real!",0.0
Did she  do this to her? I told you we shouldn't have left Emma with her!,1.0
"I know, I know, and you were right Ross.  You are soo irresponsible I am never letting you baby-sit ever again!",1.0
"Hey you know what, this kid needs me, okay? She needs to have a cool fun aunt!",1.0
"I'm a cool, fun aunt!",0.0
O-Okay!,0.0
Hey! Monica can be cool and fun at organized indoor projects!,0.0
I can't believe this. All I wanted to do was help you try to figure out what to do with your life and this is how you repay me?,1.0
"Well, I don't need you to help me, because I already know what I'm going to do with my life.",1.0
Oh yeah? Since when?,1.0
Since today... I am going to be a baby stylist.,1.0
What?,1.0
That's not a thing!,0.0
"Well, it should be. I'm gonna help babies learn how to accessorize, what colors to wear, what clothes are slimming...",1.0
Babies don't care if they're slim.,1.0
Enter Amy!,0.0
"Amy, I ju... I just... I just wanna...",1.0
What? What are you gonna do?,1.0
No more falafel for you!,0.0
"Great game, huh?",0.0
"Uhuh, uhuh...",1.0
Why do you keep looking at the screen?,1.0
I'm not. I'm praying.  Please let the Knicks win... Thank you Thor!  Where... where are you going?,1.0
Going go to the bathroom.,1.0
"Well, I think you should wait.",1.0
Why?,0.0
"Well, if you don't... if you don't hold it in, you don't get all the nutrients.",1.0
"Knicks fans, please turn your attention to the big screen on the scoreboard. Someone has a special question to ask.",1.0
Mike Hannigan... will you marry me?,0.0
Get a load of this... She's proposing to him. Guess we know who wears the pants in that family.,1.0
That's not very enlightened!,0.0
"Hey, hey!  Boo us? Boo you!",1.0
"Hello? Yeah, this is Joey Tribbiani... Oh, hi! Well, I'm glad you liked my letter... No my mommy and daddy aren't home right now...  Okay, bye bye.   She was nice!",1.0
"Joey, get Amy's bags, she is moving out!",0.0
Whoo-hoo!,0.0
You're kicking me out?,1.0
You put holes in my baby's ears!,0.0
"Yeah well, at least now people will know she is a girl!",0.0
I can't believe I ever even tried to help you. You are so beyond help.,1.0
"You know what? Ever since I got here, you have been nothing but negative.",1.0
Excuse me?,0.0
"You didn't want me to marry the old guy with the great apartment. Then, I tried to help your daughter to de-emphasize her flaws  And suddenly I am the bad guy?",1.0
"Joey, where are those bags?",0.0
She has a lot of crap!,0.0
"You know what? When I moved in here I thought: This is gonna be so great. Just us sisters, back together again like when we were kids, except without that stupid Jill... Oh! Who has gotten fat by the way...",1.0
Seriously?,0.0
hm-mmm... Mom said she gained like fifteen pounds.,1.0
Hips or thighs?,0.0
Ass and face.,0.0
Oh! Oh my God! I thought she was on Atkins.,1.0
"She was. Carbs found her... See, this is what I wanted. Two sisters, talking about real stuff.",1.0
"Oh, I can give you that.",0.0
You can?,0.0
"Yeah. I just, I kept trying to make you a better person, but you're... you're already a pretty perfect version of what you are.",1.0
"Thank you. I've got to admit, Emma does look cute.",0.0
Did you just say Emma?,1.0
"Ugh, I'm sorry... Ella.",1.0
"That woman at the game didn't know what she was talking about. Mike, obviously you have balls.",1.0
"But please, let's just forget the whole thing.",0.0
"I would love it. Consider it forgotten... But just so you know... however and whenever you decide to propose, I promise I'll say yes. Whether... whether, you know, it is in a basketball game, or in sky writing, or you know, like some lame guy in a cheesy movie who hides it in the cake.",1.0
"It's in the cake, isn't it?",1.0
Where else would lame Mr. No Balls hide it?,0.0
"What's the matter with me? How do I keep ruining this? I'm sorry, I'm sorry!",1.0
No! It's my fault. I keep trying to propose in these stupid ways and all I wanna do is tell you that I love you and I want to spend the rest of my life with you.,1.0
I'm gonna do this now.,1.0
Oh my God!,0.0
"Phoebe, I...",0.0
Wait! Oh wait!  Oh no!,1.0
Ready?,0.0
Uh-huh!,0.0
"Phoebe, I love you. There's no-one else in the world I would ask to marry me... three times. But I wanna take care of you, have babies with you, and grow old with you... Phoebe Buffay, will you marry me?",1.0
Yes!,0.0
I love you!,0.0
I love you more!,0.0
Not possible!  She's gonna be Mrs. No Balls.,1.0
So how is the uhm... baby styling business going?,1.0
Not that great. It's almost if people don't want to hear that their babies are ugly.,1.0
That's shocking!,0.0
Oh! It's Ross... Hey Ross!  Hello-oo Ross!  He's rude!,1.0
Hey...,1.0
Hey!,0.0
Hi!,0.0
"Pheebs, what's wrong?",0.0
"Oh, I'm just so exhausted from dragging around this...  HUGE engagement ring!",1.0
OH!,0.0
My God!,0.0
Hey!,0.0
Congratulations! Wow!!,0.0
"So, did he get on one knee, did he have a speech prepared, or  did he cry?  Yeah, big surprise, I like proposals!",1.0
"Well, it was really sweet, and like the most romantic thing ever.",1.0
"Well, hey! Well...  Here's to Phoebe, who's found the greatest guy in the world! To Phoebe and...  I wanna say Mike?  To Phoebe and Mike!",1.0
Whoo!,0.0
"Thank you!  Oh, and I have something for you!",0.0
Mmh-mmh!,0.0
"It's, yes, my little black book. It's got the numbers of all the guys I've dated.",1.0
"Oh, Pheebs, baby, that's nice but, you know what, I think I'm ok. Why don't you give it to one of your other single girlfriends?",1.0
"I would, but you're the last one.",1.0
"GIVE ME THE BOOK!  Pablo Diaz, Brady Smith, huh, ""Guy-in-van""?",0.0
"Oh, my first love!",0.0
Oh!,0.0
What does the red X next to Bob Greenmore's name mean?,1.0
"Dead.  Oh, it's OK, no, he was old, yeah! And he lived a full life, he was in the first wave at Omaha Beach.",1.0
"Hey, I'm sorry, I should have given you guys my black book when I got married! Although it wasn't so much a book as a... napkin. With Janice's phone number on it.",1.0
"Phoebe, isn't Jethro Tull a band?",0.0
"Oh yes, they are.",1.0
Hey honey!,0.0
Hi sweetie!,0.0
Is Monica not here?,0.0
No.,0.0
"Oh, then I'll tell you. My agency was bidding for a big account and they got it! It's my first national commercial!",1.0
Cool!,0.0
"Yeah, and I don't wanna brag but a lot of the ideas were mine!  Hell, you weren't there? All the ideas were mine!!!",1.0
"That's great! Hey, can you cast me in it?",0.0
"Oh... I don't know, I really don't think you're right for the part.",1.0
"What do you mean? I can do anything, I'm a chameleon! Huh?  I'm old!  I'm tired!  Hey, I'm hot  I'm cold!! Huh?? Come on! What can't I do?",1.0
"First of all. Bravo. Uh, but I really don't think you're right for this. The part calls for a stuffy college professor.",1.0
"I can do that!  ""Hello, I'm your professor. When I'm not busy thinking of important things or... professing. I like to use..."" Oh, what's the product?",1.0
Software that facilitates inter-business networking e-solutions?,0.0
I'm cold!,0.0
Hey!,0.0
Hey!,0.0
"Guess who's a finalist for a huge research grant! I'll give you a hint, he's looking right at you.",1.0
"Ah, well, unless it's the creepy guy with his hand up his kilt, I'm gonna say congratulations!",1.0
"Oh, I'm so excited, I mean, apparently I beat out hundreds of other applicants, included five guys I went to graduate school with. Not that I'm keeping score or anything... five!",1.0
"Wow, that's great! So, tell me about the grant!",0.0
"Well, ok, it's for 25 thousand dollars. And if I get it, I'll finally be able to complete my field research! And there will be an article about me in the ""Paleontology Review""! Yeah! That'll be the first time my name is in there, without people raising serious questions about my work!",1.0
Wait. Are you talking about the Dewar grant?,0.0
Yeah. Why?,1.0
Benjamin Hobart is administering that grant.,0.0
Your ex-boyfriend?,0.0
Yeah.,1.0
"So, your ex-boyfriend is gonna determine if your new boyfriend gets this grant? Wow, your new boyfriend is screwed!",1.0
"No, no, we ended up in great terms. I mean, if anything, I think this could help you. You know what? Why don't we all go out to dinner together, and I can introduce you.",1.0
"Well, if you think it would help.",0.0
"Yes, absolutely. I'll call him.",1.0
"Ok, now, is there anything I can do to... you know, butter him up? Anything he really likes?",1.0
Mmh... he does have a pretty serious latex fetish.,1.0
We'll see how dinner goes.,0.0
Hey!,0.0
"Hey, you wanna go to see a movie?",0.0
"Well, I told you I had to spend all the day clearing out stuff, so Mike could move in.",1.0
"Oh, right.",0.0
Yeah.,1.0
"Oh, well. Now that I'm here I might as well help you with the cleaning and organizing! Just happen to have my label maker!",1.0
"Oh, it's so hard to get rid of stuff! Did you and Chandler have to make compromises when you first moved in together?",1.0
"Uh, Chandler did! What does he want you to give up?",1.0
A bunch of stuff. And the worst one... he wants me to get rid of Gladys.,1.0
Who's Gladys?  Oh! What a tragic loss!,1.0
"Yeah. I really hate to give her up. Oh, I know!! Oh, you should take her!",1.0
"Well, I-I-I-I... I don't know...",1.0
"Why, you don't like her?",1.0
"Well, of course I do. What's not to like! I'll take her in a minute! But, you know, I think that you're giving up too easy, honey. I think that you need to fight for her!",1.0
Really? You think?,1.0
"Absolutely! Yes, you say to him ""I'm sorry Mike I can't live without her, she means too much to me!""",1.0
"Ok, I'll fight for her. Ok! Oh, wait, oh I just realized... if I do that, that means you don't get her.",1.0
"Damn it, I did not think this through!",0.0
Hey you guys.,0.0
Hi!,0.0
Oh! Any word on casting yet?,0.0
"Joe, I told you, you're just not right for the part.",0.0
"What do you mean? Rach, don't I seem like a professor you'd buy some kind of e-crap from?",1.0
"I'm sorry, this sounds like something I'm never gonna be interested in.",1.0
"Look, c'mon, please? It's not like I'm asking for some crazy favour. This is what I do for a living. I am a professional actor!  Oh, man, I'm two hours late for work! . Look, here's a copy of my reels. It's got all the commercials that I've been in.",1.0
Joe...,1.0
"Just watch it, and if you don't like it, you don't pass it on to your bosses!",1.0
Fine!,0.0
Thank you.,0.0
"Work, Joe!",0.0
Damn it!,0.0
What am I gonna do now?,1.0
Just pass it to your boss!,0.0
"He's not right for the part. So if I suggest him, my bosses are gonna think I'm an idiot! And that's something they should learn on their own!",1.0
"Just tell Joey that you watched the tape and you liked it, but your bosses didn't. Then that way, you're the good guy and they're the bad guys.",1.0
"That's good! I liked it, they didn't.  Joey, for God's sake, go to work! .",1.0
I can't believe I'm about to meet Benjamin Hobart. I've always thought of him as one of the people I'd invite to my fantasy dinner party. Do you think there's any chance he'll bring Christie Brinkley or C3PO?,1.0
"Sorry, looks like it's just him.",1.0
"Charlie! My God, you look absolutely stunning!",1.0
"Well, I... I am having a good hair day.",1.0
So good to see you.,0.0
Me too.,1.0
I'm ok.,1.0
I'm sorry...  Ross Geller... Benjamin Hobart.,1.0
"It's an honor to meet you. I can't tell you how long I've been an admirer of your work, I mean, that Nobel prize,  whoooo! I mean, I have to tell you that, you're one of the reasons I got into the field.",1.0
"Oh, well, likewise. Actually, not likewise. I've never heard of you until this morning, but, it's nice to be nice!",1.0
Shall we? .,0.0
Thank you! . I can't believe that you chose this restaurant! Do you remember the night?,1.0
"Oh my God, I completely forgot!  Oh my God! I can't believe they let us back in this place! .",1.0
You weren't there!,0.0
"No, but, it's, you know, it's just a funny image, you know, the two of you, in this restaurant, with... tzz-zzz, mmm.",1.0
"Ross, why don't you tell Benji about your proposal, while I go to the ladies room?",1.0
"So, tell me about it.",0.0
"Ok well, I would like to do a dig in the painted desert.",1.0
M-m.,0.0
"See, there are still several areas that haven't been fully excavated.",0.0
Break up with Charlie!,0.0
What?,1.0
What?,1.0
"Did you just say ""break up with Charlie""?",1.0
"Well, yes, and now. Yes I did say it, and no, I didn't not say it.",1.0
"Kind of inappropriate, don't you think?",1.0
"I'm sorry. I just haven't seen her for so long! All these feelings are rushing back! I'm starting to realize how much I missed her, and I'm gonna need you to break up with her.",1.0
Are you serious?,0.0
"If you say yes then I'm serious, if you say no then I'm joking!",1.0
No!,0.0
Joking it is!,0.0
"Hi! Sorry, I'm late.",1.0
"Hey, how did it go with Mike, is he gonna let you keep the painting?",0.0
"No, he really hates it. But he's gonna let me keep my box of human hair! So you got to pick your battles. But the good news is, Gladys is yours!",1.0
"Wow, what's the bad news!",0.0
Who's Gladys?,0.0
"Oh, she's that work of art I made, you know, with the woman coming out of the frame.",1.0
"Oh, and Monica gets to keep her? In her house? I am so jealous!",1.0
"Oh, I didn't know you wanted her too!",1.0
Huh!,0.0
"Well, I mean, sure, of course. But... you already gave that to Monica, so...",1.0
"You know, I would give her up, for you.",1.0
"No, I couldn't let you do that.",1.0
But I want to.,1.0
But I don't want you to.,1.0
But I insist!,0.0
But I insist harder!,1.0
"Girls, girls, stop, ok? We'll flip a coin. Heads, she's Rachel's, tails she's Monica's. . Tails! Monica, she's yours!",1.0
"No, that landed in your food!",0.0
"No, no, that's ok. You won fair and square. I'm so sad!",1.0
Hey Joe!,0.0
What's up?,1.0
Bad news. I watched the tape and passed it along to my bosses and they weren't interested.,1.0
Oh.,0.0
I'm sorry man.,1.0
"But, ehm... you watched the tape?",1.0
"Yeah! I... I... I liked it!  But, ehm... my bosses didn't go for it. Stupid sons of bitches!",1.0
You didn't watch the tape.,1.0
What!? Of course I did!,1.0
"Look, it's one thing not to cast me, but to lie to me?",0.0
"I'm not lying to you, I watched it!",0.0
"Well, you lied again!",0.0
I watched it!,0.0
Keep going Pinocchio!,0.0
I did!,0.0
No you didn't!,0.0
"I'm telling you, I watched the tape.",1.0
Did you watch the tape?,1.0
No!,0.0
"The selection committee has chosen the three of you as our finalists today. The ultimate decision will be based upon the answers you give to the questions I ask here. I'm gonna start with Dr. Li. Dr. Li, you claim the field is too reliant on the Linnaean taxonomic system. How do you propose to correct this problem?",1.0
"Well, I believe that the answers lie in the osteological evidence. I plan to begin there.",1.0
Interesting.,0.0
I guess!,0.0
"Dr. Biely, your proposal includes some field work. Where might that take place?",0.0
Primarily in the Pierre Shale region of South Dakota.,0.0
"Certainly. Very well. And Dr. Geller, when is my birthday?",0.0
What? I... I...,1.0
Care to venture a guess?,0.0
May 12th?,0.0
"That's not even kinda close!  Dr. Li, how many graduate students you'd be needing?",0.0
Half a dozen.,0.0
"I see, and Dr. Biely?",0.0
Three for excavation and two for analysis.,0.0
"Certainly. Dr. Geller, which 1965 Shirelles hit was later covered by a popular British invasion band?",0.0
Wha..? I need 6 graduate students.,1.0
"No! I'm sorry, we were looking for ""Baby It's You"". Baby It's You.",1.0
"Wha...? Wait, wait, wait, just a minute. None of my questions have anything to do with Paleontology.",1.0
"You're right, I apologize. Scratch the last question. Spell ""Boscodictiasaur"".",1.0
"um... I've never heard of a ""Boscodictiasaur"".",1.0
"Yeah, I just made it up. Spell it.",1.0
Ok.  B - O - S ...,1.0
"No, it starts with a silent ""M"".",0.0
Oh come on!!,0.0
I can't believe Joey. I hate being called a liar!,1.0
But you are a liar.,1.0
What did I just say?,1.0
You still here?,0.0
"Yes, and I have to say, I am not just hurt. I am insulted. When I tell somebody I did something...",1.0
"Ok whoah-hey... Let me just stop you right there, ok? First, you lied, right? Then, you lied about lying, ok? Then you lied about lying about lying, ok? So before you lie about lying about lying about lying about... lying...   Stop lying!",1.0
Why are you so sure I didn't watch this tape?,1.0
You wanna know wh...? You wanna know why?,1.0
"Well, this is going well.",0.0
"Here's how I know you didn't watch the tape, ok?  If you had seen what was on this tape, believe me, you would have some comments. Alright, now remember, I got paid a lot of money for this and it only aired in Japan.",1.0
And that's how I know you didn't watch the tape! .,1.0
He really is a chameleon.,1.0
"Well, Gladys say hello to your new home!",0.0
"Oh, my!",0.0
"Wow!  Oh, she's so nice and big! Oh, Monica, where are you going to display Gladys oh so proudly?",1.0
I haven't really settled on a spot yet!,1.0
"Well, hey! How about right above the TV? . That way, it will be the first thing that you see when you walk in the door!",1.0
"Yeah, yeah! And you can get rid of that French poster.",1.0
I like that poster!,1.0
Really? It doesn't have anything coming out of it. Or maybe there is some place for her in your bedroom?,1.0
Oh! There's nothing above your bed!!,1.0
Are you still here?,0.0
"Oh hi! Hello! Uh, have you come to ask me some more paleontology related questions? Uhm... your grandmother's nickname, perhaps?  Aunt Margaret's pants size?",1.0
I've come here to apologize. I think I may have let my feelings for Charlie interfere with the interview process.,1.0
No! Stop!,0.0
"Anyway, I've decided to offer you the grant.",0.0
Really?,1.0
Well... there is just one small... stipulation...,1.0
I have to break up with Charlie?,1.0
"Hey, you got one right!",0.0
You're crazy.,1.0
"Crazy, or... romantic?",0.0
Crazy!,0.0
Ooor...,1.0
Get out!,0.0
O-oh my God!,0.0
What?,1.0
"Joey, what... is... this...thing... doing here?",1.0
I got it from Monica. She sold it to me for a very reasonable price.,1.0
"Joey, we're not keeping this!",0.0
But it's an original Buffay...,1.0
"Alright, fine. You can keep it. As long as you don't mind that she's haunted.",1.0
Hey? what? what? wey! whoo! what? what!?,1.0
"Well, legend has it Joey, that... she comes alive when you're asleep.",1.0
"She climbs out of the frame, and then drags her half-a-body across the floor, just looking for legs to steal.  And then with her one good hand, she slo-o-owly re-e-a-aches up and turns your doorknob.",1.0
GET THAT LEGLESS WITCH OUT OF HERE!,0.0
Hey! I sold that to Joey.,1.0
"Well, why I told him it's haunted. Two can play at this game.",1.0
"No, too late. You can't give it back!",0.0
Yes I can!,0.0
No you can't. She's yours!,0.0
She's yours!,0.0
SHE'S YOURS!,0.0
She's yours!,0.0
Hey!,0.0
She's mine!,0.0
She's m-i-i-ne!,0.0
She's mine!,0.0
She's mine!,0.0
You guys! You guys! You don't have to fight over her anymore.  Whoever doesn't get Gladys gets Glynnis.,1.0
I want Gladys!,0.0
She's mine!,0.0
She's mine!,0.0
She's mine!,0.0
She's mine!,0.0
"Look, I'm sorry I didn't give them your tape. And I promise, next time to submit you whether I think you are right for the part or not.",1.0
That's not the point Chandler. The point is that you lied.,1.0
I know. You're right. What's it gonna take for you to forgive me?,1.0
Oh my God!,0.0
Excellent!,0.0
"Now, what do you say?",1.0
Lying is wrong!,0.0
And?... AND?,1.0
I'm a pretty little girl.,1.0
I knew it!,1.0
Your ex-boyfriend is insane.,1.0
Did you get the grant?,1.0
"No I didn't, and you want to know why? Because your ex-boyfriend is still in love with you.",1.0
What?,1.0
"Yeah. He wouldn't give me the grant, because I wouldn't give you up.",1.0
"Benji isn't in love with me. I mean, he broke up with me. And besides, he's a very ethical man.",1.0
"Really? Is it ethical to ask someone in a grant review, who was the voice of ""Underdog""?",1.0
"I'm sure he was just joking, Ross.",1.0
"If you don't believe me, let's go talk to him, okay? I'm telling you, he didn't ask me one paleontological question.",1.0
Seriously?,0.0
"Oh, I'm sorry, no. He did ask me one. Uhm... How do you spell Mboscodictiosaur?",1.0
"Well, if it's like the lake Mbosco in Congo, then M-B-O...",1.0
Damnit!,0.0
Dr. Geller...? Charlie... What are you... what are you doing here?,1.0
"I want you to tell her everything. About the deal you tried to make with me, about the crazy questions you... Wally Cox! That's the voice of Underdog!",1.0
"Like I tried to tell you in the interview Ross, this grant is not based on your knowledge of pretty useless trivia.",0.0
"No, no, no. Don't do that! I want you to look her in the eyes, and tell her the truth.",1.0
Benji?,0.0
"Alright, it's true. I behaved horribly. But it's only because I still love you. And I would do anything to have you back in my life.",1.0
"Too little, too late, Benji!",0.0
I can't believe this.,1.0
"I never should have broken up with you. I think about you all the time. I mean, do you ever still think about me?",1.0
No!,0.0
Yes!,0.0
What?,1.0
"I don't know what to say, Benji. This is all so.... romantic.",1.0
or...,1.0
"Listen, I know, I may be way out of bounds here, but is there any chance you will take me back?",0.0
Maybe...,1.0
"Sweetie, this conversation is starting to make me a little uncomfortable.",0.0
"Oh God! I am so sorry, but...  I mean it's... there's so much history between us, you know...",1.0
I'm sorry too...,1.0
I love you!,0.0
I love you too!,0.0
"Okay, that's it. WE ARE SEEING OTHER PEOPLE!",0.0
Gladys?,0.0
"Ha ha ha, third time this week. Man, this does not get old.",1.0
You're mean!,0.0
"Oh, don't be such a baby!",0.0
Hey you guys!,0.0
Hey!,0.0
"Hey, what are you doing?",0.0
"Oh, figuring out our wedding plans.",1.0
"That's funny, we were doing the same thing!",0.0
Yeah!,0.0
"It's really crazy! The hall, the dress, the food... I-I had no idea how expensive this stuff was!",1.0
"Yeah it is really pricey. I mean, I freaked when I first heard the numbers.",1.0
So what did you two do about it?,1.0
